,0km,1km,2km,3km,4km,5km,6km,7km,8km,9km,10km,11km,12km,13km,14km,15km,16km,17km,18km,19km,20km,21km,22km,23km,24km,25km,26km,27km,28km,29km,30km,31km,32km,33km,34km,35km
2006-03-01,3.1839999999999997,4.059,3.9219999999999997,3.513,3.1039999999999996,2.7489999999999997,2.5269999999999997,2.3680000000000003,2.9160000000000004,4.713,7.6129999999999995,10.735,10.767999999999999,11.78,12.435,11.632,14.039000000000001,14.130999999999998,14.318,14.753,14.994000000000002,14.92,14.899000000000001,14.042,12.984000000000002,11.632,10.325999999999999,9.049,7.982,7.157,6.506,6.037999999999999,-9999.0,-9999.0,-9999.0,-9999.0
2006-04-01,3.675,4.092,4.025,3.81,3.5839999999999996,3.227,3.1719999999999997,3.261,3.49,4.527,6.752000000000001,9.488999999999999,11.142000000000001,9.048,9.767999999999999,10.717,11.97,11.841,12.439,13.929,14.972999999999999,14.924000000000001,14.556,14.030999999999999,13.402999999999999,12.735999999999999,12.027999999999999,10.812000000000001,9.77,8.835,7.7170000000000005,6.92,-9999.0,-9999.0,-9999.0,-9999.0
2006-05-01,4.105,4.863,4.581,4.162,3.693,3.306,2.9789999999999996,2.929,3.014,3.5410000000000004,5.497000000000001,7.336,9.446,9.048,8.884,8.252,10.037,11.545,12.497,13.255,14.003,14.155,14.375,13.869000000000002,13.288,12.600999999999999,11.724,10.902999999999999,9.91,8.978,8.11,7.44,-9999.0,-9999.0,-9999.0,-9999.0
2006-06-01,4.74,5.117,4.332,4.195,3.8080000000000003,3.563,3.377,3.238,2.9539999999999997,2.7289999999999996,2.8560000000000003,3.853,4.974,6.527,6.555,7.745,8.102,8.885,8.962,9.39,11.7,12.887,13.302999999999999,13.357999999999999,13.28,12.747,11.960999999999999,11.095999999999998,10.323,9.475,8.647,7.79,6.727,-9999.0,-9999.0,-9999.0
2006-07-01,4.822,4.667,4.5889999999999995,4.296,3.907,3.8489999999999998,3.7030000000000003,3.2489999999999997,2.951,2.938,2.8160000000000003,3.6180000000000003,5.127000000000001,5.7010000000000005,5.747000000000001,6.303999999999999,6.437,7.391,8.119,9.558,11.245,12.267000000000001,12.709000000000001,13.035,12.749,12.548,12.21,11.57,10.855,9.808,8.683,7.742000000000001,6.867999999999999,-9999.0,-9999.0,-9999.0
2006-08-01,3.0010000000000003,3.486,3.4419999999999997,3.34,3.2110000000000003,3.1719999999999997,3.062,2.988,3.2239999999999998,3.9130000000000003,4.896,5.364,5.59,5.818,6.216,7.069,8.137,9.173,10.087,10.895999999999999,11.702,12.327,12.783,12.772,12.6,12.978,12.466,11.522,10.492,9.36,8.291,7.476,-9999.0,-9999.0,-9999.0,-9999.0
2006-09-01,3.707,3.978,3.7319999999999998,3.3510000000000004,3.2110000000000003,3.011,2.574,2.329,2.214,1.95,1.77,2.153,2.988,3.159,3.463,4.237,5.752999999999999,6.931,8.753,10.03,10.981,11.405999999999999,11.904000000000002,11.895999999999999,11.581,11.308,10.654000000000002,9.583,8.613999999999999,7.735,6.817,6.11,5.35,-9999.0,-9999.0,-9999.0
2006-10-01,2.614,3.407,3.242,3.1319999999999997,2.978,2.685,2.3369999999999997,1.956,1.6840000000000002,1.5630000000000002,1.729,2.459,2.947,3.443,4.237,5.256,6.093999999999999,8.097000000000001,8.877,10.214,10.944,11.699000000000002,12.107000000000001,12.248,12.078,11.472999999999999,10.101,8.987,7.829,6.876,6.195,5.322,4.718999999999999,3.967,-9999.0,-9999.0
2006-11-01,2.75,3.778,3.5439999999999996,3.327,3.134,2.766,2.677,2.392,2.235,1.939,1.899,2.376,2.8739999999999997,3.395,4.122,5.91,7.422000000000001,8.82,10.411,11.456,11.968,12.700999999999999,13.532,13.456,12.665,11.192,9.651,8.198,7.143,6.0760000000000005,5.314,4.552,4.0360000000000005,-9999.0,-9999.0,-9999.0
2006-12-01,2.6060000000000003,3.7030000000000003,3.525,3.1460000000000004,2.758,2.415,2.123,1.95,1.6780000000000002,1.775,1.984,2.8539999999999996,3.905,4.244,4.651,6.064,6.57,8.817,10.203,11.185,12.187999999999999,13.244000000000002,14.046,13.767000000000001,13.16,12.105,10.697000000000001,9.357999999999999,7.779,6.501,5.686,5.0760000000000005,4.353,-9999.0,-9999.0,-9999.0
2007-01-01,2.544,3.498,3.353,3.145,2.9410000000000003,2.592,2.332,2.113,2.003,1.972,2.217,2.9530000000000003,4.531000000000001,6.0120000000000005,6.747000000000001,8.296,9.69,10.841,12.436,13.475999999999999,14.898,15.423,15.254000000000001,14.805,13.540999999999999,12.218,10.475,9.379,7.7410000000000005,6.457000000000001,5.564,4.789,4.085,3.41,-9999.0,-9999.0
2007-02-01,2.508,3.478,3.4139999999999997,3.2319999999999998,2.9139999999999997,2.605,2.44,2.358,2.364,2.548,3.855,5.482,6.587000000000001,7.352,8.752,10.565,11.193,12.887,14.440999999999999,15.167,16.046,16.852,16.382,14.885,13.652999999999999,12.418,11.27,10.04,8.441,7.471,6.099,5.2860000000000005,4.44,4.257,-9999.0,-9999.0
2007-03-01,3.6319999999999997,4.249,4.093,3.866,3.6310000000000002,3.657,3.4,3.301,3.772,4.996,6.5889999999999995,8.253,9.657,11.783,12.714,14.159,13.97,15.562000000000001,16.077,17.121,17.847,17.762,16.355999999999998,14.834000000000001,13.322000000000001,11.825999999999999,10.436,9.236,8.175,7.11,6.204,5.4510000000000005,4.763,4.323,-9999.0,-9999.0
2007-04-01,4.281000000000001,5.381,5.075,4.5360000000000005,4.032,3.585,3.142,2.738,2.589,2.457,2.458,2.963,5.084,7.5520000000000005,8.416,7.997000000000001,8.394,9.892999999999999,11.865,14.624,15.943,15.819,14.985,14.075,13.046,11.919,10.648,9.555,8.639,7.871,7.145,6.39,5.81,5.377000000000001,-9999.0,-9999.0
2007-05-01,4.101,4.397,3.98,3.908,3.71,3.3080000000000003,3.286,2.873,2.68,2.911,4.055,4.954,7.547000000000001,8.404,7.577000000000001,7.316,8.067,10.015,12.005999999999998,13.4,14.012,14.5,14.085,12.300999999999998,11.63,11.151,10.593,9.89,9.421,8.719,8.057,7.202999999999999,6.1739999999999995,5.102,-9999.0,-9999.0
2007-06-01,3.292,3.9810000000000003,4.303999999999999,4.494,4.641,4.6,4.323,3.885,3.938,3.798,4.761,6.837999999999999,8.134,8.217,7.486000000000001,7.55,7.577999999999999,8.213,8.937999999999999,9.837,11.921,12.732999999999999,12.642999999999999,12.694,12.607999999999999,11.982999999999999,11.37,10.674000000000001,9.783999999999999,9.067,8.091000000000001,7.3,6.688,-9999.0,-9999.0,-9999.0
2007-07-01,3.2910000000000004,3.761,3.898,3.8989999999999996,3.8480000000000003,3.766,3.5610000000000004,3.33,3.343,3.74,4.4830000000000005,5.492999999999999,6.712999999999999,6.867999999999999,6.933,7.011,7.12,8.216000000000001,9.379,10.447000000000001,11.677,12.659,13.097999999999999,12.922,12.341,12.035,11.757,11.054,10.409,9.474,8.552,7.471,6.568,5.77,-9999.0,-9999.0
2007-08-01,2.8789999999999996,3.8939999999999997,4.397,4.277,4.138999999999999,4.086,3.793,3.4410000000000003,3.3680000000000003,3.3360000000000003,3.54,4.607,5.772,5.893,5.646,6.0360000000000005,6.7170000000000005,7.891,9.048,9.91,11.030999999999999,11.690999999999999,11.828,11.394,12.219000000000001,11.812000000000001,11.956,11.373,10.196,9.289,8.208,7.303,6.27,5.739,-9999.0,-9999.0
2007-09-01,2.733,3.36,3.58,3.64,3.877,3.72,3.35,3.128,2.972,2.988,3.508,3.5980000000000003,4.0760000000000005,4.274,4.7139999999999995,5.682,6.334,7.807,9.29,10.628,11.39,11.742,12.207,12.022,11.472000000000001,10.707,10.485,9.885,9.123,8.453,7.654,6.665,5.7170000000000005,4.947,-9999.0,-9999.0
2007-10-01,2.09,3.603,3.821,3.572,3.341,2.9810000000000003,2.6639999999999997,2.3369999999999997,2.06,1.8769999999999998,2.0,2.8560000000000003,3.154,3.3710000000000004,3.5239999999999996,4.569,5.897,7.465,8.86,10.485999999999999,11.81,12.138,12.262,11.682,11.533,10.741,9.958,8.802999999999999,7.707000000000001,6.7620000000000005,5.955,5.194,4.629,-9999.0,-9999.0,-9999.0
2007-11-01,2.066,2.9730000000000003,3.113,3.2260000000000004,3.1919999999999997,2.826,2.475,2.3209999999999997,2.386,2.414,2.483,2.8710000000000004,3.6639999999999997,4.404,5.475,6.12,6.891,8.275,9.257,10.894,11.877,12.005999999999998,12.133,12.094000000000001,11.835,10.654000000000002,9.336,8.458,7.301,6.115,5.0889999999999995,4.296,3.46,2.958,-9999.0,-9999.0
2007-12-01,1.912,3.378,3.819,3.536,3.187,2.858,2.78,2.73,2.945,3.5189999999999997,3.463,4.0280000000000005,4.93,5.715,6.218999999999999,7.093999999999999,8.957,10.342,10.587,11.687000000000001,12.605,13.399000000000001,13.774000000000001,13.409,12.307,11.179,10.046,8.788,7.3629999999999995,6.155,5.246,4.42,3.741,-9999.0,-9999.0,-9999.0
2008-01-01,2.513,3.447,3.4019999999999997,3.342,3.139,2.812,2.637,2.378,2.378,2.827,3.569,4.302,6.702000000000001,6.909,6.896,7.525,8.122,8.702,10.732999999999999,12.083,13.216,13.892000000000001,14.37,13.697000000000001,12.724,11.477,10.146,8.985,7.65,6.176,5.229,4.5,3.8819999999999997,3.58,-9999.0,-9999.0
2008-02-01,2.5269999999999997,3.807,3.73,3.7239999999999998,3.281,2.8810000000000002,2.6210000000000004,2.366,2.2680000000000002,2.5469999999999997,3.0239999999999996,4.16,5.88,6.835,7.196000000000001,7.9239999999999995,8.578,9.802,13.138,14.297,14.725999999999999,15.554,14.459000000000001,13.175,11.929,10.932,9.947000000000001,9.124,8.068999999999999,6.755,5.947,5.357,4.966,4.383,-9999.0,-9999.0
2008-03-01,3.391,3.821,3.9339999999999997,3.6039999999999996,3.467,3.512,3.346,3.3339999999999996,3.9139999999999997,5.0280000000000005,5.8660000000000005,7.026,8.279,8.049,8.041,8.904,10.677999999999999,12.280999999999999,14.044,15.534,17.087,17.067,16.597,15.247,13.65,12.161,10.65,9.079,8.182,7.296,6.513,5.747000000000001,4.934,4.263999999999999,4.04,-9999.0
2008-04-01,3.179,3.847,4.121,4.143,3.8510000000000004,3.2969999999999997,3.085,3.096,3.685,4.848,6.311,8.13,9.293,8.738999999999999,8.549,9.277000000000001,10.578,11.997,12.595999999999998,13.545,14.642999999999999,15.110999999999999,14.989,14.493,13.444,12.357999999999999,11.367,10.228,9.258,8.386000000000001,7.562,6.787999999999999,6.108,5.465,4.704,-9999.0
2008-05-01,4.524,5.004,5.0089999999999995,4.564,4.07,3.486,3.218,3.103,2.5639999999999996,2.101,2.9789999999999996,5.809,7.412000000000001,7.236000000000001,7.211,7.718999999999999,8.073,10.012,12.085,14.035,14.344000000000001,13.956,13.787,13.107999999999999,12.85,12.436,11.447000000000001,10.424000000000001,9.254,8.536,7.816,6.962000000000001,6.335,5.397,-9999.0,-9999.0
2008-06-01,3.325,4.128,4.442,4.0489999999999995,3.6660000000000004,3.623,3.392,3.182,2.753,2.6010000000000004,3.617,4.381,6.025,6.303,6.067,6.66,7.069,8.655,10.319,11.832,13.062000000000001,13.565999999999999,13.874,13.661,13.364,13.159,12.437000000000001,11.669,10.607000000000001,9.558,8.65,7.704,6.808,5.947,5.638,-9999.0
2008-07-01,3.468,3.8680000000000003,3.997,3.786,3.682,3.465,3.219,3.051,3.185,3.625,3.998,4.067,4.806,5.301,5.398,5.895,6.375,7.3660000000000005,8.64,9.845,11.362,12.363,12.557,12.509,12.787,12.294,11.755,11.07,10.231,9.209,8.279,7.372999999999999,6.524,5.7589999999999995,4.796,4.218
2008-08-01,2.8680000000000003,3.177,3.537,3.6039999999999996,3.665,3.495,3.3289999999999997,3.11,2.908,2.9330000000000003,3.477,4.274,4.6930000000000005,4.996,5.105,5.622000000000001,6.631,7.968,9.277000000000001,10.343,11.189,11.841,11.972000000000001,12.293,12.819,12.507,11.833,10.737,9.866,8.984,7.914,7.1579999999999995,6.202999999999999,-9999.0,-9999.0,-9999.0
2008-09-01,2.4219999999999997,3.235,3.6889999999999996,3.7310000000000003,3.46,3.21,2.795,2.5069999999999997,2.313,2.128,2.003,2.489,3.364,3.7769999999999997,4.11,5.221,6.2620000000000005,7.4079999999999995,8.644,10.407,11.118,11.732000000000001,11.989,11.962,12.181,11.468,10.300999999999998,9.482000000000001,8.716000000000001,7.877000000000001,7.099,6.308,5.582999999999999,5.169,4.623,-9999.0
2008-10-01,2.056,2.998,3.2289999999999996,3.273,3.158,2.8280000000000003,2.551,2.291,2.28,2.44,2.65,3.083,3.741,3.9819999999999998,3.988,4.781000000000001,6.507999999999999,8.175,9.237,10.649000000000001,11.317,11.899000000000001,12.277000000000001,12.370999999999999,11.838,10.963,10.28,9.087,7.947,6.872999999999999,6.059,5.3839999999999995,4.881,4.1739999999999995,-9999.0,-9999.0
2008-11-01,1.6059999999999999,3.0989999999999998,3.301,3.182,2.943,2.637,2.3369999999999997,2.075,1.936,2.026,2.3280000000000003,2.986,3.864,5.05,5.926,6.89,7.626,9.176,10.26,10.974,11.548,11.838,12.453,12.296,11.65,10.735,9.495,8.305,7.0760000000000005,6.379,5.254,4.569,3.946,3.636,-9999.0,-9999.0
2008-12-01,1.854,3.3939999999999997,3.6310000000000002,3.5180000000000002,3.218,2.833,2.572,2.3680000000000003,2.593,2.779,2.892,4.323,5.394,6.396,8.0,9.305,9.49,10.39,10.499,11.52,12.668,13.435,13.47,12.707,11.597000000000001,10.577,9.177999999999999,7.982,6.367999999999999,5.284,4.465,4.07,3.7969999999999997,3.343,-9999.0,-9999.0
2009-01-01,2.33,3.641,3.5189999999999997,3.282,2.955,2.8760000000000003,2.583,2.75,3.013,3.543,4.959,7.117999999999999,8.087,7.879,8.92,8.017000000000001,9.681000000000001,12.12,13.805,15.687999999999999,16.96,17.069000000000003,16.941,16.04,14.669,12.812000000000001,11.309000000000001,10.397,8.964,7.691,6.546,5.327000000000001,4.601,-9999.0,-9999.0,-9999.0
2009-02-01,2.17,3.576,3.552,3.498,3.158,2.734,2.311,2.126,2.0,2.615,4.54,5.996,7.375,9.496,9.824,11.091,11.577,15.284,17.022000000000002,17.855,19.365,19.828,18.799,17.026,15.228,13.585,12.453,10.604000000000001,8.699,7.614,6.725,5.837999999999999,4.735,3.841,-9999.0,-9999.0
2009-03-01,3.273,4.118,4.306,4.119,3.641,3.2680000000000002,3.1289999999999996,3.063,2.971,3.573,5.222,6.513999999999999,8.282,8.365,8.744,10.71,12.327,11.943,12.66,14.41,15.378,16.077,15.719000000000001,14.822000000000001,13.373,11.921,10.792,9.736,8.355,7.346,6.1579999999999995,5.19,4.652,4.3389999999999995,-9999.0,-9999.0
2009-04-01,4.016,4.864,4.912,4.715,4.438,4.257,3.891,3.487,3.2910000000000004,3.2539999999999996,4.303999999999999,6.954,9.006,9.062000000000001,8.709,8.464,9.825,10.883,12.522,13.775,14.535,15.305,14.623,13.662,12.445,11.425,10.29,9.309,8.453,7.745,7.236000000000001,6.733,-9999.0,-9999.0,-9999.0,-9999.0
2009-05-01,3.772,4.394,4.397,4.147,4.012,3.8310000000000004,3.4619999999999997,3.063,2.873,2.657,3.497,4.927,7.37,9.058,10.119,8.811,8.885,9.965,11.540999999999999,12.179,12.504000000000001,12.231,13.59,12.982999999999999,12.222000000000001,11.035,10.434000000000001,10.064,9.052999999999999,8.4,7.962000000000001,7.704,-9999.0,-9999.0,-9999.0,-9999.0
2009-06-01,4.064,4.3580000000000005,4.412,4.615,4.302,4.005,3.7039999999999997,3.553,3.1710000000000003,2.838,3.071,4.681,7.315,8.269,7.426,7.417000000000001,8.035,8.654,9.216000000000001,10.302999999999999,12.027999999999999,13.116,13.027000000000001,12.554,12.235999999999999,11.779000000000002,11.409,10.617,10.005,9.177999999999999,8.431000000000001,7.367999999999999,-9999.0,-9999.0,-9999.0,-9999.0
2009-07-01,3.705,3.792,4.208,4.421,4.349,4.369,4.055,3.778,3.64,3.862,4.713,5.91,6.876,6.047000000000001,6.263999999999999,6.542999999999999,6.792000000000001,8.083,9.106,10.237,12.094000000000001,11.744000000000002,12.126,12.366,12.05,11.790999999999999,11.36,10.669,9.866,9.049,8.0,7.207000000000001,-9999.0,-9999.0,-9999.0,-9999.0
2009-08-01,4.309,4.188,4.075,4.26,3.9160000000000004,3.47,3.1289999999999996,2.97,2.793,2.658,2.679,3.3160000000000003,3.549,4.263,4.47,4.609,5.681,7.172000000000001,8.443,9.713,11.004000000000001,11.812999999999999,11.333,10.282,11.41,12.198,11.946,11.134,10.279000000000002,9.097999999999999,8.276,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
2009-09-01,2.65,3.6180000000000003,3.85,3.522,3.38,3.0180000000000002,2.792,2.489,2.28,2.369,2.685,2.767,3.448,3.6860000000000004,3.676,4.737,5.872999999999999,7.35,9.283999999999999,10.91,11.495,11.782,11.887,11.409,11.693,12.25,11.693,11.003,9.654,8.269,7.435,6.352,-9999.0,-9999.0,-9999.0,-9999.0
2009-10-01,2.498,3.446,3.565,3.242,2.9619999999999997,2.705,2.5,2.259,2.042,1.9580000000000002,1.8219999999999998,2.1109999999999998,3.0039999999999996,3.9739999999999998,4.707,4.908,6.3020000000000005,7.5120000000000005,8.984,10.334000000000001,11.249,12.009,12.5,12.73,12.412,11.792,10.774000000000001,9.505,8.296,7.377999999999999,6.381,5.766,-9999.0,-9999.0,-9999.0,-9999.0
2009-11-01,2.861,3.5589999999999997,3.477,3.321,3.052,2.786,2.439,2.19,2.273,2.697,3.083,3.154,3.6210000000000004,4.506,5.789,6.747000000000001,8.836,10.086,11.012,12.23,12.993,13.095,13.193,12.972999999999999,11.913,10.827,9.633,8.152999999999999,6.353,5.5360000000000005,5.202000000000001,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
2009-12-01,2.31,3.283,3.408,3.4,3.208,2.863,2.522,2.822,2.428,2.858,3.134,4.3389999999999995,5.846,6.621,7.904,9.096,10.227,10.965,12.699000000000002,13.513,14.289000000000001,14.735,13.568,12.667,13.192,11.567,10.074,8.749,7.204,6.0329999999999995,4.827,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
2010-01-01,1.923,3.641,3.508,3.2260000000000004,2.923,2.636,2.384,2.1390000000000002,2.04,2.4419999999999997,3.7880000000000003,5.301,7.195,9.314,11.716,12.834000000000001,14.113,13.337,14.922,17.576,17.921,17.364,16.459,15.125,13.479000000000001,11.899000000000001,10.407,8.62,7.364,6.643,5.595,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
2010-02-01,2.7110000000000003,3.7239999999999998,3.738,3.435,3.142,2.975,2.7910000000000004,2.737,2.975,3.73,6.4,9.437000000000001,10.639000000000001,11.355,11.665,13.372,13.879000000000001,15.777999999999999,18.27,17.873,16.41,15.742,15.693,14.325,12.209000000000001,11.032,9.677,8.333,7.495,6.845,5.992999999999999,6.359,-9999.0,-9999.0,-9999.0,-9999.0
2010-03-01,3.603,4.126,3.947,3.7,3.498,3.279,2.915,2.714,2.739,3.2460000000000004,5.57,7.94,9.345,10.397,11.144,12.356,12.993,15.309000000000001,18.632,19.624000000000002,18.944000000000003,17.375,15.902000000000001,14.407,12.918,11.789000000000001,10.671,9.623,8.53,7.5489999999999995,6.664,5.761,5.154,-9999.0,-9999.0,-9999.0
2010-04-01,4.223,4.686,4.706,4.28,3.925,3.4760000000000004,3.312,2.866,2.612,2.975,4.952,7.412000000000001,9.017000000000001,9.162,11.068,12.399000000000001,11.610999999999999,12.562000000000001,15.177999999999999,16.545,16.662,16.07,14.999,13.694,12.549000000000001,11.352,10.359000000000002,9.424,8.597999999999999,7.874,7.015,6.779,-9999.0,-9999.0,-9999.0,-9999.0
2010-05-01,3.5269999999999997,4.207,4.386,4.195,3.95,3.806,3.445,3.417,3.5,4.368,6.402,9.442,10.436,9.639,9.415,8.953,9.978,12.047,12.443,14.085999999999999,15.102,15.145,14.68,13.804,12.815999999999999,12.06,11.350999999999999,10.51,9.806000000000001,9.151,8.615,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
2010-06-01,4.317,3.89,4.45,4.216,3.688,3.6910000000000003,3.5,3.325,3.112,2.867,3.411,4.646,7.315,8.389,8.477,8.975,9.939,9.941,10.955,11.702,12.597000000000001,13.299000000000001,13.377,12.759,12.714,12.729000000000001,12.145,11.595999999999998,10.793,10.033999999999999,9.112,8.642000000000001,-9999.0,-9999.0,-9999.0,-9999.0
2010-07-01,4.641,4.497,3.719,3.66,3.656,3.5069999999999997,3.4139999999999997,3.032,2.6319999999999997,3.003,3.472,3.975,3.8989999999999996,4.468999999999999,5.831,6.75,7.7620000000000005,9.035,9.446,10.458,12.07,12.902999999999999,13.269,13.222999999999999,13.19,12.578,12.380999999999998,11.705,10.946,10.068999999999999,9.033,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
2010-08-01,3.363,3.792,3.838,3.9389999999999996,3.888,3.654,3.398,3.168,2.803,3.264,4.362,5.297999999999999,5.949,6.252000000000001,6.3260000000000005,6.92,7.882999999999999,9.479,10.532,11.023,11.626,11.838,11.794,11.175999999999998,11.385,12.171,12.097000000000001,11.548,10.671,9.689,8.721,7.816,-9999.0,-9999.0,-9999.0,-9999.0
2010-09-01,3.31,3.858,3.889,3.6660000000000004,3.407,3.138,2.947,2.707,2.392,2.451,3.053,3.2510000000000003,3.736,4.361000000000001,4.83,5.885,7.692,8.99,10.204,11.414000000000001,11.83,12.122,12.475999999999999,12.790999999999999,12.804,12.511,11.89,10.852,9.769,8.668,7.598,6.617000000000001,6.176,-9999.0,-9999.0,-9999.0
2010-10-01,3.12,3.917,3.728,3.342,3.15,2.7960000000000003,2.623,2.38,2.1319999999999997,2.138,2.262,2.722,3.13,3.9189999999999996,4.396,5.308,6.916,8.326,10.262,10.824000000000002,11.669,11.842,12.207,12.390999999999998,12.152999999999999,11.378,10.38,9.527000000000001,8.442,7.557,6.752000000000001,6.334,-9999.0,-9999.0,-9999.0,-9999.0
2010-11-01,2.1109999999999998,3.505,3.552,3.2680000000000002,3.008,2.752,2.4459999999999997,2.281,2.459,3.1910000000000003,4.434,5.113,5.906000000000001,6.827999999999999,7.742000000000001,9.177,10.988,11.674000000000001,11.748,12.748,13.259,13.776,14.277000000000001,13.91,13.162,11.982000000000001,10.783,9.386000000000001,7.926,6.5760000000000005,5.398,4.532,-9999.0,-9999.0,-9999.0,-9999.0
2010-12-01,1.933,3.3739999999999997,3.363,3.201,2.995,2.7560000000000002,2.633,2.438,2.306,2.79,4.141,5.92,8.036,9.808,9.857999999999999,10.113999999999999,10.786,12.494000000000002,12.210999999999999,13.955,14.683,15.587,15.540999999999999,14.794,13.787,12.360999999999999,10.863,9.272,7.827000000000001,6.684,5.928,5.28,-9999.0,-9999.0,-9999.0,-9999.0
2011-01-01,2.728,3.716,3.5239999999999996,3.298,3.0180000000000002,2.693,2.386,2.189,2.181,2.387,3.075,4.546,6.654,7.581,8.17,9.12,10.772,11.985,13.418,14.413,16.065,17.309,17.087,15.709000000000001,13.754000000000001,11.718,10.164,8.877,8.25,7.7,6.697,6.0889999999999995,5.468,-9999.0,-9999.0,-9999.0
2011-02-01,2.713,4.228,4.003,3.682,3.355,2.8760000000000003,2.426,2.3209999999999997,2.233,2.443,3.713,5.351,6.23,7.115,7.789,9.574,10.786,12.071,14.495999999999999,15.685,17.102999999999998,18.032,17.038,15.234000000000002,13.751,12.0,10.387,8.995,7.832000000000001,6.82,5.757999999999999,4.931,-9999.0,-9999.0,-9999.0,-9999.0
2011-03-01,3.3480000000000003,4.435,4.324,3.873,3.469,3.1010000000000004,2.745,2.4219999999999997,2.174,2.066,3.178,5.141,7.767,8.269,8.369,8.206,9.269,11.392999999999999,13.472000000000001,14.343,15.407,16.214000000000002,15.515,14.187999999999999,12.603,11.222000000000001,9.949,9.087,8.196,7.434,6.569,5.492999999999999,4.832,-9999.0,-9999.0,-9999.0
2011-04-01,4.591,4.9830000000000005,4.516,4.084,3.6910000000000003,3.2310000000000003,2.838,2.4619999999999997,2.2680000000000002,2.504,3.7910000000000004,6.019,5.832000000000001,6.507000000000001,5.955,6.117999999999999,9.375,10.444,12.127,13.902000000000001,14.544,14.790999999999999,14.394,13.212,12.012,10.852,9.955,9.274,8.583,7.943,7.189,6.261,5.391,4.81,-9999.0,-9999.0
2011-05-01,4.207,4.427,4.327,3.97,3.85,3.444,3.11,2.892,2.736,2.654,3.0610000000000004,4.615,7.002000000000001,7.659,7.597,7.66,8.42,9.78,11.663,13.786,14.013,13.697000000000001,13.25,12.722000000000001,12.331,11.860999999999999,11.433,10.849,10.1,9.137,7.91,7.095,6.182,5.496,-9999.0,-9999.0
2011-06-01,4.072,4.041,4.209,4.5089999999999995,4.279,4.095,3.478,3.195,3.1519999999999997,3.154,3.823,5.57,6.836,6.664,5.733,6.079,7.111000000000001,7.905,9.374,11.023,12.511,13.698,13.689,13.124,12.876,12.607000000000001,11.991,11.427,10.625,9.667,8.584,7.524,6.426,-9999.0,-9999.0,-9999.0
2011-07-01,3.4789999999999996,3.952,4.0360000000000005,3.925,3.947,4.1160000000000005,3.758,3.3569999999999998,2.911,2.862,4.148,6.409,6.046,6.367999999999999,6.204,6.917000000000001,7.915,8.751,9.26,10.152999999999999,11.91,12.713,12.981,13.019,12.593,12.189,11.834000000000001,11.327,10.482000000000001,9.596,8.579,7.511,6.48,5.497999999999999,-9999.0,-9999.0
2011-08-01,3.2769999999999997,3.815,3.79,3.64,3.51,3.2430000000000003,2.9739999999999998,2.736,2.6069999999999998,2.56,2.812,3.077,4.189,4.335,4.565,5.199,6.28,7.505,8.908999999999999,10.104,11.344000000000001,12.202,12.729000000000001,12.415,12.168,11.379000000000001,11.204,10.823,10.14,9.202,8.231,7.332999999999999,6.432,5.707000000000001,-9999.0,-9999.0
2011-09-01,3.1189999999999998,3.4189999999999996,3.5810000000000004,3.4960000000000004,3.205,3.063,3.062,2.5639999999999996,2.539,2.423,2.28,2.313,2.655,3.153,3.585,4.502,5.888999999999999,7.226,8.766,10.19,11.013,11.5,12.061,12.163,11.814,11.427,10.599,9.636000000000001,8.89,8.133,7.226,6.355,5.526,5.018,-9999.0,-9999.0
2011-10-01,2.99,3.7260000000000004,3.641,3.2560000000000002,2.98,2.793,2.638,2.639,2.46,2.2430000000000003,2.608,2.839,3.158,3.577,4.567,5.194,6.447,8.154,9.174,10.857999999999999,11.523,11.955,12.187000000000001,12.134,12.205,11.567,10.32,9.235,8.06,6.922000000000001,6.091,5.381,4.92,4.641,-9999.0,-9999.0
2011-11-01,2.622,3.785,3.633,3.261,2.9419999999999997,2.5660000000000003,2.2430000000000003,2.083,1.858,1.643,1.693,2.24,2.955,3.448,3.716,5.13,6.507999999999999,7.468,9.568,10.559000000000001,11.581,12.26,12.819,12.981,12.774000000000001,11.417,10.261,9.133,7.834,6.559,5.601,4.75,4.1,3.464,-9999.0,-9999.0
2011-12-01,2.798,3.427,3.217,2.975,2.83,2.659,2.5180000000000002,2.54,3.1489999999999996,3.6289999999999996,3.775,4.234,4.882,5.796,6.751,8.682,9.408999999999999,9.881,11.001,11.609000000000002,12.773,13.288,13.17,12.593,11.589,10.08,8.62,7.359,6.246,5.375,4.525,3.843,3.386,-9999.0,-9999.0,-9999.0
2012-01-01,2.544,3.3080000000000003,3.197,3.0060000000000002,2.7769999999999997,2.4459999999999997,2.134,1.952,1.9609999999999999,2.2030000000000003,2.929,4.354,5.28,5.796,5.718999999999999,7.135,8.524,9.084,10.605,12.25,13.887,14.308,14.085,12.797,10.772,9.497,8.117,6.7010000000000005,5.667999999999999,5.1,4.609,4.107,3.446,3.281,-9999.0,-9999.0
